individual	left	right	length	bin
EUR_50	17952625	17983358	30733	4
EUR_50	19529137	19572494	43357	6
EUR_50	21296343	21369344	73001	10
EUR_50	24917505	24965893	48388	7
EUR_50	25036175	25054670	18495	3
EUR_50	25364212	25408113	43901	6
EUR_50	31345291	31351416	6125	1
EUR_50	31400738	31499618	98880	13
EUR_50	31689000	31699987	10987	2
EUR_50	32355519	32361768	6249	1
EUR_50	33142597	33174401	31804	5
EUR_50	36351359	36399358	47999	7
EUR_50	40531320	40531689	369	1
EUR_50	40563707	40611721	48014	7
EUR_50	41170307	41185884	15577	2
EUR_50	45879695	45912009	32314	5
EUR_51	2183069	2207970	24901	4
EUR_51	3629717	3635080	5363	1
EUR_51	4774414	4837910	63496	9
EUR_51	6047019	6078538	31519	4
EUR_51	6404273	6468317	64044	9
EUR_51	6602745	6620266	17521	3
EUR_51	7671170	7699969	28799	4
EUR_51	11360944	11448832	87888	12
EUR_51	11608194	11652073	43879	6
EUR_51	12039587	12078012	38425	5
EUR_51	13812627	13858796	46169	6
EUR_51	14342828	14370739	27911	4
EUR_51	14799338	14799442	104	1
EUR_51	17937570	17983358	45788	6
EUR_51	19634530	19636192	1662	1
EUR_51	23687244	23727889	40645	6
EUR_51	31794636	31858915	64279	9
EUR_51	36351359	36399358	47999	7
EUR_51	40538208	40541166	2958	1
EUR_51	41170307	41185884	15577	2
EUR_51	41231126	41293961	62835	8
EUR_51	2027642	2038598	10956	2
EUR_51	2183069	2207970	24901	4
EUR_51	2716070	2757931	41861	6
EUR_51	2968010	2982769	14759	2
EUR_51	6280026	6327028	47002	6
EUR_51	10306597	10347518	40921	6
EUR_51	10410256	10431856	21600	3
EUR_51	10506272	10515574	9302	2
EUR_51	11260121	11300483	40362	6
EUR_51	11460718	11542349	81631	11
EUR_51	13161428	13266111	104683	14
EUR_51	13946166	13965545	19379	3
EUR_51	16017613	16026806	9193	2
EUR_51	16981590	17046677	65087	9
EUR_51	17047990	17049268	1278	1
EUR_51	24917505	25026027	108522	14
EUR_51	25563637	25611484	47847	7
EUR_51	25635258	25640416	5158	1
EUR_51	31156524	31197280	40756	6
EUR_51	31306130	31355236	49106	7
EUR_51	31458689	31553001	94312	12
EUR_51	31969301	31982644	13343	2
EUR_51	32555637	32557896	2259	1
EUR_51	36025195	36138327	113132	15
EUR_51	40524070	40532819	8749	2
EUR_51	40663673	40698609	34936	5
EUR_51	41018197	41126897	108700	14
EUR_51	41202794	41258211	55417	7
EUR_51	45278228	45291241	13013	2
EUR_51	48317426	48338230	20804	3
EUR_52	1124015	1310286	186271	24
EUR_52	2031684	2076710	45026	6
EUR_52	2183069	2207970	24901	4
EUR_52	2736684	2850589	113905	15
EUR_52	4076018	4111093	35075	5
EUR_52	10954302	11122255	167953	22
EUR_52	11216018	11300483	84465	11
EUR_52	11554510	11644893	90383	12
EUR_52	12722250	12727281	5031	1
EUR_52	13215258	13257060	41802	6
EUR_52	23598533	23621741	23208	3
EUR_52	24908271	24952712	44441	6
EUR_52	25772135	25783655	11520	2
EUR_52	29160901	29243466	82565	11
EUR_52	30341238	30350365	9127	2
EUR_52	32612479	32622255	9776	2
EUR_52	48317426	48338230	20804	3
EUR_52	1892255	1904778	12523	2
EUR_52	2445953	2459423	13470	2
EUR_52	2586193	2591704	5511	1
EUR_52	2845976	2851899	5923	1
EUR_52	10436488	10459002	22514	3
EUR_52	11648276	11667319	19043	3
EUR_52	12485443	12493640	8197	2
EUR_52	14811750	14835169	23419	3
EUR_52	14995879	15000465	4586	1
EUR_52	15159254	15187887	28633	4
EUR_52	15349260	15371253	21993	3
EUR_52	19634530	19652582	18052	3
EUR_52	31379113	31417248	38135	5
EUR_52	32404436	32427441	23005	3
EUR_52	36198008	36457905	259897	33
EUR_52	36520464	36570547	50083	7
EUR_52	41932498	42003534	71036	9
EUR_52	45278228	45291241	13013	2
EUR_52	47306832	47334656	27824	4
EUR_53	864720	887567	22847	3
EUR_53	1124015	1310286	186271	24
EUR_53	1930497	2038598	108101	14
EUR_53	2105113	2106323	1210	1
EUR_53	3245951	3271593	25642	4
EUR_53	4027908	4065912	38004	5
EUR_53	6602745	6724200	121455	16
EUR_53	11216018	11300483	84465	11
EUR_53	13209473	13266111	56638	8
EUR_53	13779593	13965781	186188	24
EUR_53	31857402	31878461	21059	3
EUR_53	31903723	31907765	4042	1
EUR_53	31981633	31984356	2723	1
EUR_53	32653623	32653956	333	1
EUR_53	32987286	33042502	55216	7
EUR_53	35997174	36045432	48258	7
EUR_53	36252432	36488394	235962	30
EUR_53	36498078	36506563	8485	2
EUR_53	40605745	40610338	4593	1
EUR_53	41000258	41199187	198929	26
EUR_53	46398210	46405121	6911	1
EUR_53	49184424	49242283	57859	8
EUR_53	1691256	1819789	128533	17
EUR_53	1837654	1904778	67124	9
EUR_53	2662974	2765718	102744	13
EUR_53	2924201	2982769	58568	8
EUR_53	3374518	3458402	83884	11
EUR_53	6178548	6231837	53289	7
EUR_53	6280026	6327028	47002	6
EUR_53	9724941	9777546	52605	7
EUR_53	10918022	10946307	28285	4
EUR_53	11216018	11300483	84465	11
EUR_53	11440940	11448832	7892	1
EUR_53	11551550	11573908	22358	3
EUR_53	11599177	11705104	105927	14
EUR_53	16877935	16926510	48575	7
EUR_53	19206122	19299322	93200	12
EUR_53	23687244	23727889	40645	6
EUR_53	24964913	25109458	144545	19
EUR_53	25324980	25462067	137087	18
EUR_53	31397377	31420442	23065	3
EUR_53	31618281	31684536	66255	9
EUR_53	36299913	36347691	47778	7
EUR_53	45278228	45291241	13013	2
EUR_53	46234794	46426354	191560	25
EUR_54	864720	879695	14975	2
EUR_54	2032189	2062085	29896	4
EUR_54	2586193	2587997	1804	1
EUR_54	3104088	3104808	720	1
EUR_54	6280026	6288163	8137	2
EUR_54	6404273	6418726	14453	2
EUR_54	14966249	15000465	34216	5
EUR_54	19529137	19572494	43357	6
EUR_54	30527970	30531255	3285	1
EUR_54	31345291	31351416	6125	1
EUR_54	31400738	31499618	98880	13
EUR_54	32612479	32622255	9776	2
EUR_54	33371216	33407005	35789	5
EUR_54	45879695	45943076	63381	8
EUR_54	47306832	47449675	142843	19
EUR_54	1164478	1247512	83034	11
EUR_54	2031684	2066091	34407	5
EUR_54	4105281	4111093	5812	1
EUR_54	6178548	6231837	53289	7
EUR_54	6280026	6327028	47002	6
EUR_54	6602745	6607910	5165	1
EUR_54	6632925	6679305	46380	6
EUR_54	10306597	10382930	76333	10
EUR_54	10506272	10515574	9302	2
EUR_54	11216018	11305525	89507	12
EUR_54	11360944	11448832	87888	12
EUR_54	11576374	11581877	5503	1
EUR_54	17802358	17983358	181000	23
EUR_54	19289490	19299322	9832	2
EUR_54	22877798	22921455	43657	6
EUR_54	23628581	23672001	43420	6
EUR_54	25063829	25084660	20831	3
EUR_54	25195532	25199710	4178	1
EUR_54	25271432	25408113	136681	18
EUR_54	25560187	25588077	27890	4
EUR_54	31259615	31289686	30071	4
EUR_54	31618281	31684536	66255	9
EUR_54	32420876	32427441	6565	1
EUR_54	32530188	32616759	86571	11
EUR_54	36498078	36506563	8485	2
EUR_54	40524070	40531689	7619	1
EUR_54	40589603	40719108	129505	17
EUR_54	41896558	41897997	1439	1
EUR_54	41986958	42003534	16576	3
EUR_54	47306832	47323219	16387	3
EUR_55	1181898	1247512	65614	9
EUR_55	2031684	2076710	45026	6
EUR_55	2183069	2207970	24901	4
EUR_55	2736684	2850589	113905	15
EUR_55	6721990	6730412	8422	2
EUR_55	11431206	11448832	17626	3
EUR_55	11551550	11573908	22358	3
EUR_55	13126809	13266111	139302	18
EUR_55	17795981	17838006	42025	6
EUR_55	19634530	19653747	19217	3
EUR_55	25063829	25109458	45629	6
EUR_55	25196096	25238029	41933	6
EUR_55	29160901	29295582	134681	18
EUR_55	30527970	30531255	3285	1
EUR_55	31199864	31223787	23923	4
EUR_55	31618281	31657640	39359	5
EUR_55	33193910	33215777	21867	3
EUR_55	36264805	36286481	21676	3
EUR_55	40538208	40541166	2958	1
EUR_55	41170307	41185884	15577	2
EUR_55	41231126	41293961	62835	8
EUR_55	45262397	45300374	37977	5
EUR_55	1970613	1987907	17294	3
EUR_55	2183069	2207970	24901	4
EUR_55	2586193	2591704	5511	1
EUR_55	3104088	3104808	720	1
EUR_55	4774414	4786172	11758	2
EUR_55	6721990	6730412	8422	2
EUR_55	10506272	10515574	9302	2
EUR_55	11431206	11448832	17626	3
EUR_55	11551550	11637999	86449	11
EUR_55	13779593	13848449	68856	9
EUR_55	16017613	16026806	9193	2
EUR_55	16984339	17046677	62338	8
EUR_55	17810811	17969814	159003	21
EUR_55	23606225	23685874	79649	11
EUR_55	25002639	25016440	13801	2
EUR_55	32404436	32417734	13298	2
EUR_55	35872885	36062214	189329	24
EUR_55	36101549	36405919	304370	39
EUR_55	36498078	36506563	8485	2
EUR_55	41018197	41131799	113602	15
EUR_55	45879695	45943076	63381	8
EUR_55	47306832	47346992	40160	6
EUR_56	1662412	1896093	233681	30
EUR_56	1960680	2062085	101405	13
EUR_56	2716070	2850589	134519	17
EUR_56	3006256	3021356	15100	2
EUR_56	3040653	3231239	190586	25
EUR_56	6602745	6724200	121455	16
EUR_56	10600195	10600945	750	1
EUR_56	11216018	11305525	89507	12
EUR_56	11360944	11448832	87888	12
EUR_56	11576374	11581877	5503	1
EUR_56	11608194	11652073	43879	6
EUR_56	24924971	24994009	69038	9
EUR_56	29160901	29295582	134681	18
EUR_56	31959352	32117417	158065	20
EUR_56	32131221	32163383	32162	5
EUR_56	35997174	36045432	48258	7
EUR_56	36562799	36570547	7748	1
EUR_56	40538208	40541166	2958	1
EUR_56	41018197	41126897	108700	14
EUR_56	41230434	41235337	4903	1
EUR_56	47306832	47401302	94470	12
EUR_56	47939354	47988402	49048	7
EUR_56	48303107	48400149	97042	13
EUR_56	864720	887567	22847	3
EUR_56	1930497	1935134	4637	1
EUR_56	2183069	2207970	24901	4
EUR_56	3374706	3437224	62518	8
EUR_56	5430664	5442656	11992	2
EUR_56	6558025	6602879	44854	6
EUR_56	11216018	11300483	84465	11
EUR_56	11431206	11448832	17626	3
EUR_56	11551550	11705104	153554	20
EUR_56	13931470	13965545	34075	5
EUR_56	31177573	31223787	46214	6
EUR_56	31397377	31429485	32108	5
EUR_56	31458689	31553001	94312	12
EUR_56	31969301	32044180	74879	10
EUR_56	36498078	36506563	8485	2
EUR_56	40524070	40531689	7619	1
EUR_56	41170307	41185884	15577	2
EUR_56	41896558	41897997	1439	1
EUR_56	45262397	45300374	37977	5
EUR_56	46234794	46426354	191560	25
EUR_56	47986949	48088186	101237	13
EUR_57	864720	887567	22847	3
EUR_57	2036657	2077862	41205	6
EUR_57	6602745	6607910	5165	1
EUR_57	6632925	6679305	46380	6
EUR_57	10583877	10600945	17068	3
EUR_57	10920126	10920372	246	1
EUR_57	11360944	11448832	87888	12
EUR_57	11576374	11581877	5503	1
EUR_57	11630302	11705104	74802	10
EUR_57	13779593	13917230	137637	18
EUR_57	14826871	14835169	8298	2
EUR_57	15159254	15187887	28633	4
EUR_57	17916579	17983358	66779	9
EUR_57	19529137	19572494	43357	6
EUR_57	25045274	25075933	30659	4
EUR_57	25095346	25106748	11402	2
EUR_57	25319231	25408113	88882	12
EUR_57	30527970	30531255	3285	1
EUR_57	31618281	31657640	39359	5
EUR_57	32612479	32622255	9776	2
EUR_57	36484847	36506563	21716	3
EUR_57	41018197	41126897	108700	14
EUR_57	41230434	41293961	63527	9
EUR_57	48317426	48338230	20804	3
EUR_57	1930497	2038598	108101	14
EUR_57	2105113	2106323	1210	1
EUR_57	7641909	7709509	67600	9
EUR_57	7764827	7857368	92541	12
EUR_57	10918022	10953965	35943	5
EUR_57	11078722	11122255	43533	6
EUR_57	11266596	11305525	38929	5
EUR_57	11360944	11448832	87888	12
EUR_57	12485443	12493640	8197	2
EUR_57	13835497	13905595	70098	9
EUR_57	17464442	17527378	62936	8
EUR_57	17872722	17983358	110636	14
EUR_57	23598533	23685874	87341	12
EUR_57	25271432	25408113	136681	18
EUR_57	25508033	25535269	27236	4
EUR_57	32404436	32417734	13298	2
EUR_57	36498078	36506563	8485	2
EUR_57	40524070	40541166	17096	3
EUR_57	41000258	41074585	74327	10
EUR_57	41202794	41221991	19197	3
EUR_58	864720	887567	22847	3
EUR_58	2036657	2077862	41205	6
EUR_58	2586193	2591704	5511	1
EUR_58	2845976	2851899	5923	1
EUR_58	6602745	6691638	88893	12
EUR_58	10600195	10600945	750	1
EUR_58	10875976	10880965	4989	1
EUR_58	11216018	11300483	84465	11
EUR_58	13764087	13891801	127714	17
EUR_58	23598533	23621741	23208	3
EUR_58	25045274	25053135	7861	1
EUR_58	30341238	30350365	9127	2
EUR_58	31969301	32030673	61372	8
EUR_58	32555637	32557896	2259	1
EUR_58	33387820	33398262	10442	2
EUR_58	36251755	36322999	71244	9
EUR_58	40562275	40631332	69057	9
EUR_58	40655249	40719108	63859	9
EUR_58	45262397	45300374	37977	5
EUR_58	47306832	47323219	16387	3
EUR_58	1173834	1247512	73678	10
EUR_58	1930497	1935134	4637	1
EUR_58	2183069	2207970	24901	4
EUR_58	2586193	2591704	5511	1
EUR_58	2787883	2982769	194886	25
EUR_58	3512518	3528150	15632	2
EUR_58	6627187	6640538	13351	2
EUR_58	11411292	11448832	37540	5
EUR_58	12485443	12493640	8197	2
EUR_58	13246701	13266111	19410	3
EUR_58	15159254	15187887	28633	4
EUR_58	16017613	16026806	9193	2
EUR_58	17795981	17983358	187377	24
EUR_58	20308976	20366403	57427	8
EUR_58	25038753	25059948	21195	3
EUR_58	25132668	25217316	84648	11
EUR_58	25235151	25238029	2878	1
EUR_58	29283502	29342089	58587	8
EUR_58	31969301	31982644	13343	2
EUR_58	32404436	32417734	13298	2
EUR_58	33069398	33151065	81667	11
EUR_58	36299913	36347691	47778	7
EUR_58	40605745	40610338	4593	1
EUR_58	41292034	41293961	1927	1
EUR_58	45278228	45280914	2686	1
EUR_58	46103551	46172105	68554	9
EUR_58	48317426	48338230	20804	3
EUR_59	2183069	2207970	24901	4
EUR_59	2503976	2614709	110733	14
EUR_59	2689398	2839777	150379	19
EUR_59	3104088	3104808	720	1
EUR_59	3374518	3458402	83884	11
EUR_59	5596852	5648887	52035	7
EUR_59	6280026	6288163	8137	2
EUR_59	6404273	6543588	139315	18
EUR_59	6565697	6567053	1356	1
EUR_59	11066790	11073633	6843	1
EUR_59	11216018	11305525	89507	12
EUR_59	11360944	11448832	87888	12
EUR_59	14716633	14723200	6567	1
EUR_59	21345583	21369344	23761	3
EUR_59	30527970	30531255	3285	1
EUR_59	31779686	32037279	257593	33
EUR_59	32404436	32427441	23005	3
EUR_59	33316144	33385032	68888	9
EUR_59	35997174	36045432	48258	7
EUR_59	36251755	36370813	119058	16
EUR_59	36484847	36506563	21716	3
EUR_59	46363306	46397816	34510	5
EUR_59	47375663	47401302	25639	4
EUR_59	1173834	1247512	73678	10
EUR_59	2716070	2819887	103817	14
EUR_59	6047019	6078538	31519	4
EUR_59	11066790	11073633	6843	1
EUR_59	11216018	11305525	89507	12
EUR_59	11360944	11448832	87888	12
EUR_59	14716633	14723200	6567	1
EUR_59	22811805	22834981	23176	3
EUR_59	25036175	25059948	23773	3
EUR_59	27864112	27920486	56374	8
EUR_59	31779686	31858915	79229	11
EUR_59	35872885	36007338	134453	17
EUR_59	36520464	36570547	50083	7
EUR_59	41000258	41072610	72352	10
EUR_59	47939354	48020626	81272	11
EUR_60	2097738	2134513	36775	5
EUR_60	2183069	2207970	24901	4
EUR_60	2586193	2591704	5511	1
EUR_60	2784832	2982769	197937	25
EUR_60	10918022	10937334	19312	3
EUR_60	11231187	11305525	74338	10
EUR_60	11360944	11376232	15288	2
EUR_60	11411292	11448832	37540	5
EUR_60	11576374	11581877	5503	1
EUR_60	11630302	11659169	28867	4
EUR_60	13761312	13930944	169632	22
EUR_60	21296343	21369344	73001	10
EUR_60	30341238	30350365	9127	2
EUR_60	31156524	31197280	40756	6
EUR_60	31400738	31499618	98880	13
EUR_60	31689000	31699987	10987	2
EUR_60	32169554	32226605	57051	8
EUR_60	36351359	36399358	47999	7
EUR_60	41932498	42003534	71036	9
EUR_60	45278228	45291241	13013	2
EUR_60	47939354	48020626	81272	11
EUR_60	1124015	1310286	186271	24
EUR_60	1930497	2038598	108101	14
EUR_60	2105113	2106323	1210	1
EUR_60	7553361	7709509	156148	20
EUR_60	7719766	7790051	70285	9
EUR_60	10313325	10325463	12138	2
EUR_60	11216018	11232841	16823	3
EUR_60	11442334	11448832	6498	1
EUR_60	11576374	11581877	5503	1
EUR_60	11630302	11661430	31128	4
EUR_60	13126809	13165195	38386	5
EUR_60	13809499	13848449	38950	5
EUR_60	19529137	19572494	43357	6
EUR_60	25063829	25084660	20831	3
EUR_60	25195532	25199710	4178	1
EUR_60	25296870	25356426	59556	8
EUR_60	31887661	31913862	26201	4
EUR_60	33193910	33215777	21867	3
EUR_60	35983215	36045432	62217	8
EUR_60	36498078	36506563	8485	2
EUR_60	40589603	40700239	110636	14
EUR_60	41110284	41137159	26875	4
EUR_60	41896558	41897997	1439	1
EUR_60	47939354	48009694	70340	9
EUR_60	49184424	49300839	116415	15
EUR_61	1930497	1951751	21254	3
EUR_61	2586193	2591704	5511	1
EUR_61	4836612	4837910	1298	1
EUR_61	6648459	6677645	29186	4
EUR_61	10377885	10459002	81117	11
EUR_61	11216018	11305525	89507	12
EUR_61	14811750	14835169	23419	3
EUR_61	15159254	15187887	28633	4
EUR_61	16877935	16926510	48575	7
EUR_61	24814107	24852861	38754	5
EUR_61	25061967	25096390	34423	5
EUR_61	25262226	25300164	37938	5
EUR_61	31857402	31878461	21059	3
EUR_61	31903723	31913862	10139	2
EUR_61	32203428	32338373	134945	18
EUR_61	32404436	32427441	23005	3
EUR_61	33193910	33215777	21867	3
EUR_61	35872885	36007338	134453	17
EUR_61	40596350	40631332	34982	5
EUR_61	40655249	40719108	63859	9
EUR_61	41896558	41897997	1439	1
EUR_61	46361026	46426354	65328	9
EUR_61	47309597	47314366	4769	1
EUR_61	47359870	47402804	42934	6
EUR_61	1691256	1819789	128533	17
EUR_61	1837654	1904778	67124	9
EUR_61	2445953	2459423	13470	2
EUR_61	2586193	2591704	5511	1
EUR_61	2845976	2851899	5923	1
EUR_61	6602745	6693324	90579	12
EUR_61	11691089	11705104	14015	2
EUR_61	13189538	13266111	76573	10
EUR_61	14811750	14835169	23419	3
EUR_61	16963942	17049268	85326	11
EUR_61	17916579	17983358	66779	9
EUR_61	23687244	23727889	40645	6
EUR_61	25036175	25059948	23773	3
EUR_61	25326987	25395086	68099	9
EUR_61	25513659	25588077	74418	10
EUR_61	31379113	31417248	38135	5
EUR_61	33142597	33174401	31804	5
EUR_61	33387820	33398262	10442	2
EUR_61	36251755	36322999	71244	9
EUR_61	40562275	40631332	69057	9
EUR_61	40655249	40719108	63859	9
EUR_61	41018197	41126897	108700	14
EUR_61	47939354	47944895	5541	1
EUR_62	1662412	1896093	233681	30
EUR_62	1960680	2062085	101405	13
EUR_62	2716070	2850589	134519	17
EUR_62	3006256	3021356	15100	2
EUR_62	3040653	3231239	190586	25
EUR_62	10506272	10515574	9302	2
EUR_62	10918022	10959989	41967	6
EUR_62	11231187	11305525	74338	10
EUR_62	11648276	11667319	19043	3
EUR_62	12459526	12474378	14852	2
EUR_62	13779593	13848449	68856	9
EUR_62	14350456	14361651	11195	2
EUR_62	21296343	21369344	73001	10
EUR_62	23598533	23621741	23208	3
EUR_62	25036175	25059948	23773	3
EUR_62	27801587	27806289	4702	1
EUR_62	29160901	29295582	134681	18
EUR_62	31969301	31982644	13343	2
EUR_62	32404436	32417734	13298	2
EUR_62	33069398	33143422	74024	10
EUR_62	36291081	36505654	214573	28
EUR_62	40524070	40536346	12276	2
EUR_62	40639759	40701244	61485	8
EUR_62	41896558	41897997	1439	1
EUR_62	41986958	42003534	16576	3
EUR_62	47309597	47314366	4769	1
EUR_62	47359870	47384357	24487	4
EUR_62	47939354	47995369	56015	8
EUR_62	1893530	1953086	59556	8
EUR_62	2445953	2459423	13470	2
EUR_62	2508324	2697919	189595	24
EUR_62	3419757	3528150	108393	14
EUR_62	5645460	5666767	21307	3
EUR_62	6528939	6602879	73940	10
EUR_62	6679093	6700305	21212	3
EUR_62	7701860	7713360	11500	2
EUR_62	10306597	10459002	152405	20
EUR_62	10506272	10515574	9302	2
EUR_62	11244643	11303271	58628	8
EUR_62	13943733	13965781	22048	3
EUR_62	14811750	14835169	23419	3
EUR_62	14995879	15000465	4586	1
EUR_62	16620763	16643210	22447	3
EUR_62	17008231	17049268	41037	6
EUR_62	23628581	23672001	43420	6
EUR_62	29160901	29295582	134681	18
EUR_62	31779686	31782178	2492	1
EUR_62	31981633	31984356	2723	1
EUR_62	36143859	36220972	77113	10
EUR_62	41018197	41024278	6081	1
EUR_62	41170307	41185884	15577	2
EUR_62	41910381	41918830	8449	2
EUR_63	1930497	1935134	4637	1
EUR_63	2183069	2207970	24901	4
EUR_63	3374706	3437224	62518	8
EUR_63	6542738	6564580	21842	3
EUR_63	6632925	6655747	22822	3
EUR_63	7671170	7729514	58344	8
EUR_63	10918022	11068221	150199	19
EUR_63	11216018	11305525	89507	12
EUR_63	11360944	11448832	87888	12
EUR_63	11551550	11573908	22358	3
EUR_63	11599177	11705104	105927	14
EUR_63	12430041	12574791	144750	19
EUR_63	13943733	13965781	22048	3
EUR_63	16620763	16643210	22447	3
EUR_63	17008231	17049268	41037	6
EUR_63	17795981	17867862	71881	10
EUR_63	23636556	23685874	49318	7
EUR_63	25063829	25076106	12277	2
EUR_63	25103800	25217316	113516	15
EUR_63	25324980	25465358	140378	18
EUR_63	25733222	25743898	10676	2
EUR_63	30341238	30350365	9127	2
EUR_63	31156524	31223787	67263	9
EUR_63	31422828	31499618	76790	10
EUR_63	31689000	31699987	10987	2
EUR_63	32647767	32653956	6189	1
EUR_63	36498078	36506563	8485	2
EUR_63	40639759	40698609	58850	8
EUR_63	45262397	45300374	37977	5
EUR_63	49184424	49300839	116415	15
EUR_63	864720	887567	22847	3
EUR_63	2072165	2106323	34158	5
EUR_63	2106396	2171835	65439	9
EUR_63	2267871	2305247	37376	5
EUR_63	2445953	2459423	13470	2
EUR_63	2586193	2591704	5511	1
EUR_63	2845976	2851899	5923	1
EUR_63	6602745	6724200	121455	16
EUR_63	7641909	7709509	67600	9
EUR_63	7764827	7908597	143770	19
EUR_63	10918022	10924399	6377	1
EUR_63	11216018	11232841	16823	3
EUR_63	11442334	11448832	6498	1
EUR_63	11576374	11581877	5503	1
EUR_63	11630302	11661430	31128	4
EUR_63	12433292	12574791	141499	18
EUR_63	14811750	14826322	14572	2
EUR_63	14826871	14835169	8298	2
EUR_63	15159254	15187887	28633	4
EUR_63	17020844	17049268	28424	4
EUR_63	22780357	22848615	68258	9
EUR_63	23687244	23727889	40645	6
EUR_63	24984486	25076490	92004	12
EUR_63	25078149	25217316	139167	18
EUR_63	30341238	30350365	9127	2
EUR_63	31414750	31420442	5692	1
EUR_63	32612479	32622255	9776	2
EUR_63	33142597	33174401	31804	5
EUR_63	36143859	36220972	77113	10
EUR_63	40538208	40541166	2958	1
EUR_63	41278879	41293961	15082	2
EUR_63	41896558	41897997	1439	1
EUR_63	45278228	45291241	13013	2
EUR_63	47939354	48009694	70340	9
EUR_64	1173834	1247512	73678	10
EUR_64	2716070	2819887	103817	14
EUR_64	5430664	5442656	11992	2
EUR_64	6602745	6693324	90579	12
EUR_64	10929987	10974365	44378	6
EUR_64	13779593	13965781	186188	24
EUR_64	14811750	14835169	23419	3
EUR_64	21296343	21369344	73001	10
EUR_64	23598533	23621741	23208	3
EUR_64	29160901	29269615	108714	14
EUR_64	31397377	31420442	23065	3
EUR_64	31907198	31907462	264	1
EUR_64	32026816	32046391	19575	3
EUR_64	32555637	32557896	2259	1
EUR_64	33387820	33398262	10442	2
EUR_64	36036358	36045432	9074	2
EUR_64	40538208	40541166	2958	1
EUR_64	46927089	47022994	95905	13
EUR_64	47502449	47598720	96271	13
EUR_64	48317426	48338230	20804	3
EUR_64	2928891	3021356	92465	12
EUR_64	3040653	3056389	15736	2
EUR_64	6721990	6730412	8422	2
EUR_64	10583877	10600945	17068	3
EUR_64	10920126	10920372	246	1
EUR_64	11630302	11661430	31128	4
EUR_64	13761312	13858796	97484	13
EUR_64	14716633	14723200	6567	1
EUR_64	15349260	15371253	21993	3
EUR_64	17795981	17965967	169986	22
EUR_64	25072665	25075933	3268	1
EUR_64	25095346	25106748	11402	2
EUR_64	25319231	25419368	100137	13
EUR_64	31379113	31417248	38135	5
EUR_64	33142597	33174401	31804	5
EUR_64	41000258	41199187	198929	26
EUR_64	47306832	47398829	91997	12
EUR_65	2586193	2591704	5511	1
EUR_65	4027908	4027984	76	1
EUR_65	4310596	4327436	16840	3
EUR_65	6602745	6724200	121455	16
EUR_65	11431206	11448832	17626	3
EUR_65	11551550	11573908	22358	3
EUR_65	13126809	13266111	139302	18
EUR_65	31259615	31289686	30071	4
EUR_65	31779686	32175487	395801	50
EUR_65	35989006	36045432	56426	8
EUR_65	36498078	36506563	8485	2
EUR_65	40538208	40541166	2958	1
EUR_65	41018197	41126897	108700	14
EUR_65	41943839	42003534	59695	8
EUR_65	47939354	47988402	49048	7
EUR_65	2105113	2106323	1210	1
EUR_65	2445953	2459423	13470	2
EUR_65	2586193	2591704	5511	1
EUR_65	2845976	2851899	5923	1
EUR_65	4027908	4111093	83185	11
EUR_65	5430664	5442656	11992	2
EUR_65	6602745	6693324	90579	12
EUR_65	11442334	11448832	6498	1
EUR_65	13126809	13151849	25040	4
EUR_65	13215258	13266111	50853	7
EUR_65	14342828	14370739	27911	4
EUR_65	14716633	14723200	6567	1
EUR_65	14995879	15000465	4586	1
EUR_65	16981590	17046677	65087	9
EUR_65	17047990	17049268	1278	1
EUR_65	23025500	23039318	13818	2
EUR_65	23628581	23670239	41658	6
EUR_65	25036175	25059948	23773	3
EUR_65	25563637	25813728	250091	32
EUR_65	26062350	26086202	23852	4
EUR_65	31306130	31355236	49106	7
EUR_65	31458689	31553001	94312	12
EUR_65	32486086	32580983	94897	12
EUR_65	36025195	36215258	190063	25
EUR_65	36562799	36570547	7748	1
EUR_65	40538208	40541166	2958	1
EUR_65	41170307	41185884	15577	2
EUR_65	47939354	48020626	81272	11
EUR_66	6528939	6602879	73940	10
EUR_66	10441451	10459002	17551	3
EUR_66	11216018	11300483	84465	11
EUR_66	12485443	12493640	8197	2
EUR_66	12722250	12727281	5031	1
EUR_66	13792871	13965781	172910	22
EUR_66	15159254	15187887	28633	4
EUR_66	15349260	15371253	21993	3
EUR_66	23606225	23685874	79649	11
EUR_66	30527970	30531255	3285	1
EUR_66	31259615	31289686	30071	4
EUR_66	31969301	32044180	74879	10
EUR_66	36207118	36418772	211654	27
EUR_66	36498078	36506563	8485	2
EUR_66	41018197	41126897	108700	14
EUR_66	41230434	41293961	63527	9
EUR_66	46361026	46409276	48250	7
EUR_66	2072165	2106323	34158	5
EUR_66	2106396	2171835	65439	9
EUR_66	2267871	2305247	37376	5
EUR_66	2586193	2591704	5511	1
EUR_66	6721990	6730412	8422	2
EUR_66	10875976	10880965	4989	1
EUR_66	11219386	11232841	13455	2
EUR_66	11630302	11705104	74802	10
EUR_66	13931470	13965545	34075	5
EUR_66	24908271	24952712	44441	6
EUR_66	31458689	31468185	9496	2
EUR_66	31689000	31699987	10987	2
EUR_66	32555637	32557896	2259	1
EUR_66	33069398	33151065	81667	11
EUR_66	35983215	36045432	62217	8
EUR_66	36498078	36506563	8485	2
EUR_66	41896558	41897997	1439	1
EUR_67	1144759	1278179	133420	17
EUR_67	1691256	1742921	51665	7
EUR_67	1930497	1951751	21254	3
EUR_67	2955498	3021356	65858	9
