individual	left	right	length	bin
EUR_98	2784231	2788206	3975	1
EUR_98	3629717	3635080	5363	1
EUR_98	5430664	5442656	11992	2
EUR_98	6602745	6620266	17521	3
EUR_98	7641909	7709509	67600	9
EUR_98	7764827	7902344	137517	18
EUR_98	10875976	10880965	4989	1
EUR_98	11066790	11122255	55465	7
EUR_98	11216018	11305525	89507	12
EUR_98	11438676	11448832	10156	2
EUR_98	13246701	13266111	19410	3
EUR_98	14966249	15000465	34216	5
EUR_98	25063829	25084660	20831	3
EUR_98	25195532	25199710	4178	1
EUR_98	25296870	25356426	59556	8
EUR_98	32555637	32557896	2259	1
EUR_98	33387820	33398262	10442	2
EUR_98	35978019	36030630	52611	7
EUR_98	36498078	36506563	8485	2
EUR_98	40639759	40698609	58850	8
EUR_99	2183069	2207970	24901	4
EUR_99	4310596	4327436	16840	3
EUR_99	6461138	6543588	82450	11
EUR_99	6565697	6567053	1356	1
EUR_99	7931322	7937075	5753	1
EUR_99	10306597	10459002	152405	20
EUR_99	10968426	11108285	139859	18
EUR_99	11387678	11390532	2854	1
EUR_99	12039587	12078012	38425	5
EUR_99	12485443	12493640	8197	2
EUR_99	14332120	14370739	38619	5
EUR_99	16620763	16643210	22447	3
EUR_99	25563637	25813728	250091	32
EUR_99	27580622	27622585	41963	6
EUR_99	30527970	30531255	3285	1
EUR_99	31871395	31914145	42750	6
EUR_99	32555637	32557896	2259	1
EUR_99	33198801	33215777	16976	3
EUR_99	41202794	41221991	19197	3
EUR_99	45262397	45300374	37977	5
EUR_99	48317426	48338230	20804	3
EUR_99	1930497	1935134	4637	1
EUR_99	2183069	2207970	24901	4
EUR_99	4310596	4327436	16840	3
EUR_99	4774414	4837910	63496	9
EUR_99	6494181	6567053	72872	10
EUR_99	11216018	11305525	89507	12
EUR_99	12485443	12493640	8197	2
EUR_99	13794548	13848449	53901	7
EUR_99	24917505	25026027	108522	14
EUR_99	25563637	25813728	250091	32
EUR_99	29160901	29295582	134681	18
EUR_99	31414750	31420442	5692	1
EUR_99	32612479	32622255	9776	2
EUR_99	33357056	33385032	27976	4
EUR_99	36562799	36570547	7748	1
EUR_99	40663673	40684879	21206	3
EUR_99	45262397	45300374	37977	5
EUR_99	47306832	47323219	16387	3
EUR_99	47939354	48009694	70340	9
EUR_100	864720	887567	22847	3
EUR_100	1662412	1896093	233681	30
EUR_100	1960680	2062085	101405	13
EUR_100	2586193	2591704	5511	1
EUR_100	6602745	6693324	90579	12
EUR_100	7553361	7709509	156148	20
EUR_100	7719766	7790051	70285	9
EUR_100	10419745	10500263	80518	11
EUR_100	10579081	10600945	21864	3
EUR_100	10918022	10975940	57918	8
EUR_100	11231187	11305525	74338	10
EUR_100	11360944	11376232	15288	2
EUR_100	11648276	11667319	19043	3
EUR_100	12485443	12493640	8197	2
EUR_100	13779593	13917230	137637	18
EUR_100	17461735	17527378	65643	9
EUR_100	19529137	19572494	43357	6
EUR_100	24990906	25001325	10419	2
EUR_100	25019110	25159081	139971	18
EUR_100	25312497	25395086	82589	11
EUR_100	25513659	25515534	1875	1
EUR_100	27864112	27920486	56374	8
EUR_100	31259615	31273490	13875	2
EUR_100	32169554	32338373	168819	22
EUR_100	36291081	36299304	8223	2
EUR_100	36415068	36493462	78394	10
EUR_100	36534455	36556603	22148	3
EUR_100	2784832	2951855	167023	22
EUR_100	3168537	3231239	62702	8
EUR_100	3337799	3437224	99425	13
EUR_100	5612849	5648887	36038	5
EUR_100	11648276	11667319	19043	3
EUR_100	12485443	12493640	8197	2
EUR_100	17795981	17838006	42025	6
EUR_100	23670739	23685874	15135	2
EUR_100	24964913	25109458	144545	19
EUR_100	31959352	32117417	158065	20
EUR_100	32131221	32163383	32162	5
EUR_100	36036358	36045432	9074	2
EUR_100	40538208	40541166	2958	1
